B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
10310,9439,8418,8124,9425,10062,9346,1,887717844929.212,8124.0,78674628.0,7.469868578432225e-08,4247.431691523219
10520,9400,8360,8047,9375,9750,9105,1,834551833999.235,8047.0,76117800.0,1.3521595514136184e-07,4169.646800091439
10311,9432,8446,8158,9756,10220,9318,1,898288645391.2089,8158.0,78699828.0,5.4915938190282875e-08,4731.644698537337
10232,9419,8487,8294,10240,10880,9635,1,987462406252.1893,8294.0,81772245.0,2.6323828143808734e-08,5138.903872505882
10210,9362,8435,8221,10294,10740,9443,1,949552599309.1948,8221.0,79651705.0,2.7464880714079618e-08,5340.0996634535295
10230,9280,8178,7666,9994,9513,8103,1,715413917759.2506,7666.0,66266334.0,1.6792626594752591e-07,5850.1771465130405
10328,9409,8354,7849,11060,10135,8194,1,781460204495.2401,7849.0,68452676.0,4.364304025357824e-08,7175.133590628364
10436,9587,8600,8316,10672,10734,9231,1,950015654397.2031,8316.0,79386600.0,3.107174067944992e-08,6057.496085535848
10290,9383,8319,7836,11134,10404,8331,1,813356375468.2384,7836.0,69305589.0,3.011657915181936e-08,6947.630152252226
10307,9367,8227,7715,9819,9587,8106,1,728007445782.2515,7715.0,66688062.0,1.8204383756272438e-07,5715.086462611558
10398,9519,8471,8179,10422,10309,8872,1,870702158960.2134,8179.0,75154712.0,4.673069236714656e-08,6044.4253031799235
10335,9370,8268,7767,10875,10612,8571,1,852330056399.2484,7767.0,70865028.0,2.568662498185277e-08,5980.478383498277
10304,9429,8352,7936,10372,10038,8602,1,814243444811.2299,7936.0,71843904.0,6.085690988673009e-08,5938.250547297648
10266,9300,8131,7603,10131,9576,7919,1,705316417499.2593,7603.0,64389389.0,1.340361949351031e-07,6063.588457967824
10292,9380,8262,7802,10106,9877,8481,1,785810428619.2418,7802.0,70070022.0,7.76223453844942e-08,5521.744094642923
10279,9339,8250,7724,10285,10549,8652,1,852447091121.2485,7724.0,71379000.0,2.9228867736075635e-08,5244.296116504847
10224,9269,8109,7560,9970,9516,8119,1,716201846996.2606,7560.0,65836971.0,1.5855564589182388e-07,5452.935872702899
10635,9703,8556,8033,10138,9729,8705,1,821839258202.2446,8033.0,74479980.0,1.6656064170845958e-06,5486.535196760262
10722,9819,8664,8158,9454,9310,8653,1,791098114985.2391,8158.0,74969592.0,-9.435873298027001e-08,5205.337861489224
10747,9841,8719,8237,9333,9442,8917,1,828642047752.2335,8237.0,77747323.0,-1.2480697288952506e-07,4809.623332111383
10673,9774,8666,8179,9198,9352,8972,1,820183352939.2336,8179.0,77751352.0,-1.2229661592444467e-07,4505.64739447875
10591,9683,8600,8081,9214,9506,9017,1,830067447965.237,8081.0,77546200.0,-2.8490128129413744e-07,4294.5880199932435
10580,9673,8558,8077,10315,10531,9765,1,994807816228.2366,8077.0,83568870.0,4.76415754002163e-08,4062.2892481374947
10634,9710,8597,8132,10015,10450,9274,1,941111619869.2352,8132.0,79728578.0,5.557904150999572e-08,4638.253863740054
10637,9744,8614,8123,9426,9527,8993,1,834913909199.2363,8123.0,77465702.0,-2.234890610223782e-07,4540.447794844742
10739,9838,8739,8277,9903,9795,8937,1,861283982051.2292,8277.0,78100443.0,-9.91018262433677e-07,5442.605699214793
10724,9855,8774,8313,10104,9990,9317,1,917358627419.2249,8313.0,81747358.0,3.253190663798117e-07,5086.431286036182
10791,9889,8792,8314,10212,10079,8962,1,893340516309.2295,8314.0,78793904.0,2.1638018037693048e-07,5759.476134397402
10736,9855,8784,8331,9665,9878,9226,1,898216354259.224,8331.0,81041184.0,2.152446545533888e-06,4871.719322067162
10784,9879,8750,8262,9849,9824,8941,1,867822078785.2338,8262.0,78233750.0,-7.856190256728239e-07,5286.417969444134
10745,9865,8773,8269,9488,9839,9319,1,904604854109.2303,8269.0,81755587.0,-1.789759519227757e-06,4377.515075367264
10701,9791,8653,8149,9375,9685,9128,1,865654943402.2385,8149.0,78984584.0,-4.583735241764228e-07,4265.69284317557
10620,9685,8539,7995,9064,9649,9149,1,855061919399.2472,7995.0,78123311.0,-1.387526859293817e-06,3614.2277970655923
10692,9783,8700,8175,9367,9756,9280,1,885795669539.2355,8175.0,80736000.0,-1.7622200242693752e-06,4148.139166666668
10762,9863,8715,8194,9423,9699,9217,1,881795577473.2386,8194.0,80326155.0,-2.992439067635787e-07,4223.8140727014725
10859,9947,8822,8301,9539,9673,9194,1,884709893647.2356,8301.0,81109468.0,-1.778024783077404e-07,4600.920854961103
10882,10005,8907,8438,9704,9883,9452,1,934697345114.2246,8438.0,84188964.0,-3.8946652961566676e-07,4652.014831171928
10820,9949,8849,8397,9716,9866,9414,1,924136473976.224,8397.0,83304486.0,-5.645896671018696e-07,4662.759182788788
10742,9872,8802,8312,9750,9937,9313,1,913674163375.2263,8312.0,81973026.0,7.279195176693836e-07,4769.296073588892
10674,9784,8668,8245,9656,9664,8955,1,846803125791.2277,8245.0,77621940.0,-3.8005498236713403e-07,5098.8523872503065
10681,9779,8654,8155,9516,9617,9047,1,850906512686.2365,8155.0,78292738.0,-2.940641138799236e-07,4587.215816567816
10804,9880,8768,8205,9335,9518,9074,1,853385987999.2405,8205.0,79560832.0,-1.39716012159566e-07,4453.281363422644
10737,9866,8729,8179,9471,9453,8837,1,824253884739.2382,8179.0,77138173.0,-1.1719551611107648e-07,4973.694346753586
10821,9958,8850,8380,9709,9638,9156,1,878837096123.2256,8380.0,81030600.0,-1.4817764062678983e-07,5069.6390588740505
10856,9969,8869,8360,9538,9573,9123,1,870725836211.23,8360.0,80911887.0,-1.240224380639111e-07,4915.995938989781
10743,9854,8739,8245,9325,9693,9247,1,883311673139.2325,8245.0,80809533.0,-3.110443544090968e-07,4252.895998210999
10707,9792,8725,8247,9461,9815,9260,1,890049959999.2297,8247.0,80793500.0,2.242400162422413e-06,4436.198806587163
10685,9793,8685,8231,9594,9676,8989,1,851856336456.2296,8231.0,78069465.0,-3.9560031465389816e-07,4959.503461974535
10695,9836,8844,8482,10226,10188,9057,1,907681424159.2069,8482.0,80100108.0,1.157962887638802e-07,6196.120611897299
10549,9739,8849,8767,11400,11354,9789,1,1082520576544.1691,8767.0,86622861.0,1.9999183914550845e-08,6932.052535738807
10628,9817,8818,8692,10528,11323,10314,1,1146569054079.1821,8692.0,90948852.0,2.5606944205018443e-08,4904.011894025887
10748,9962,8993,8839,10652,11823,10959,1,1290848564499.1777,8839.0,98554287.0,2.0827542125701803e-08,4393.786818405977
10795,9988,9057,8903,10622,12124,11412,1,1382021032259.1753,8903.0,103358484.0,1.8485863996829993e-08,3913.305865863902
10774,9984,8961,8789,10395,11506,10805,1,1241323609343.1843,8789.0,96823605.0,2.6908172224368943e-08,4159.389700579726
10826,10063,9110,8964,10649,11768,11169,1,1322740111825.172,8964.0,101749590.0,2.3540069599684007e-08,4332.570824658855
10761,9989,8933,8750,10644,11664,10554,1,1229753671320.1868,8750.0,94278882.0,2.2601229198960974e-08,4644.189631597452
10613,9753,8778,8561,10904,11375,10308,1,1143658997333.1934,8561.0,90483624.0,2.2387428102424443e-08,5035.085461165872
10672,9863,8941,8801,10742,11295,10361,1,1154330368267.1753,8801.0,92637701.0,2.660113104967242e-08,5350.4171826435995
10829,9984,8882,8431,9926,9600,8848,1,848137625087.2213,8431.0,78587936.0,-1.1607341981110198e-07,5989.634762516223
10725,9905,8914,8732,10479,11370,10473,1,1179555982219.186,8732.0,93356322.0,2.7064326030149094e-08,4655.457062318714
10830,9992,8996,8765,10498,11234,10430,1,1170858723071.1907,8765.0,93828280.0,3.246254255143173e-08,4726.673847756771
10949,10155,9201,9026,10971,12065,11182,1,1370112914804.1755,9026.0,102885582.0,1.9656856371226667e-08,4657.437317047981
10832,9959,8924,8415,9847,9656,8970,1,862680886995.2231,8415.0,80048280.0,-1.5074989566385115e-07,5745.540141824415
10828,9929,8837,8339,9720,9645,9004,1,862357648392.2299,8339.0,79568348.0,-1.6376693551203776e-07,5273.770732402281
10833,9929,8875,8411,9727,9723,9124,1,880916041582.2236,8411.0,80975500.0,-2.263339345621129e-07,5271.805616834721
10770,9893,8883,8418,9797,9886,9286,1,908279090146.2184,8418.0,82487538.0,-5.602252022271946e-06,5172.417273418927
10733,9866,8855,8444,9950,9945,9193,1,902080345839.2134,8444.0,81404015.0,5.703735098617812e-07,5553.265674180813
10717,9876,8955,8629,10834,10457,9222,1,952475107283.1948,8629.0,82583010.0,6.374897444453091e-08,6922.705407686153
10839,9967,8872,8378,9582,9310,8726,1,809798138243.227,8378.0,77417072.0,-7.323548746002846e-08,5782.166879109038
10970,10184,9210,9030,10858,11746,10839,1,1296668675135.177,9030.0,99827190.0,2.4496504944486243e-08,4991.669608871092
10838,10052,9059,8843,10668,11674,10719,1,1257934068579.184,8843.0,97103421.0,2.3882984343460208e-08,4654.4164352355765
10721,9887,8844,8612,10579,11336,10274,1,1151587415395.1968,8612.0,90863256.0,2.6448296585656703e-08,4721.046861516825
10722,9956,8978,8768,10864,11395,10239,1,1161689805147.1821,8768.0,91925742.0,2.5584157891400394e-08,5493.559284101288
10919,10029,8992,8549,9990,9499,8817,1,840045838574.217,8549.0,79282464.0,-8.460779464409398e-08,6440.097639397285
10849,10000,8976,8529,10249,9826,8981,1,882562819999.2139,8529.0,80613456.0,-2.418045646613792e-07,6386.001529397279
10819,9939,8916,8429,10052,9671,8838,1,849597785945.2208,8429.0,78799608.0,-1.6205393633502462e-07,6244.156812759778
10851,9960,8916,8475,9980,10009,9233,1,920523249479.219,8475.0,82321428.0,9.275228448544538e-07,5470.400521089108
10859,9981,8936,8546,10055,10024,9345,1,935052178895.213,8546.0,83506920.0,1.0584248575074047e-06,5494.158134403708
10782,9992,9003,8778,10268,10837,10201,1,1104687942079.186,8778.0,91839603.0,5.044171567404044e-08,4931.334889143629
10807,9971,8971,8552,10213,10216,9393,1,956895522088.2087,8552.0,84264603.0,1.7471762328243088e-07,5694.872422124859
10621,9770,8777,8568,11190,11577,10094,1,1141790736549.1934,8568.0,88595038.0,1.848910220546903e-08,5615.75229514547
10710,9894,8950,8616,10648,10343,9279,1,949642415417.1954,8616.0,83047050.0,8.639040471808678e-08,6590.995772444654
10782,9942,8939,8556,10208,10047,9239,1,922947396023.2065,8556.0,82587421.0,4.101482687631262e-07,5974.689482978283
10823,10015,9096,8742,11048,10820,9414,1,1020213788639.1923,8742.0,85629744.0,4.429826849353478e-08,7016.687944693604
10905,10049,9024,8561,10219,10055,9286,1,938373147945.215,8561.0,83796864.0,9.115724608586881e-06,5830.667541592007
10867,10021,9014,8559,10158,10059,9320,1,939557876773.2124,8559.0,84010480.0,1.186249987730235e-06,5754.413588257081
10860,10026,9018,8623,10232,10288,9583,1,988552791971.206,8623.0,86419494.0,1.6521099482903912e-07,5499.871681081586
10869,10037,9022,8605,10248,10322,9630,1,997776985633.2084,8605.0,86881860.0,1.5182347812221291e-07,5383.570882897762
10857,10020,9056,8664,10513,10332,9481,1,981626814959.202,8664.0,85859936.0,1.312536636192132e-07,6107.767373516326
10793,9964,9034,8727,10886,10533,9292,1,975292959879.1915,8727.0,83943928.0,6.490195872436654e-08,7028.120253748439
10875,10025,8989,8537,10139,9996,9299,1,931941974824.2151,8537.0,83588711.0,-1.447541293796829e-06,5672.038878120755
10497,9551,8406,7828,8588,8570,8367,1,684936555395.2543,7828.0,70333002.0,-5.922066591927865e-08,4260.176672282523
10477,9555,8402,7871,8713,8645,8396,1,693614859209.2487,7871.0,70543192.0,-6.1897969710429e-08,4416.011160991977
10485,9538,8383,7825,8782,8945,8682,1,740805710673.2537,7825.0,72781206.0,-9.349052402144764e-08,3825.3004106307344
10456,9546,8407,7924,9150,9597,9081,1,832017561143.2422,7924.0,76343967.0,1.0128110498690406e-06,3742.299920503214
10457,9522,8400,7880,9028,9267,8907,1,786036996017.2463,7880.0,74818800.0,-2.0480962250993495e-07,3844.516186787281
10461,9515,8387,7833,8697,8672,8473,1,699221602144.2512,7833.0,71063051.0,-6.741118898237785e-08,4202.92885198526
10442,9495,8387,7889,9083,9590,8989,1,818591457014.2444,7889.0,75390743.0,5.377200900411198e-07,3793.740373178174
10439,9501,8371,7852,8998,9566,9226,1,838598990786.2478,7852.0,77230846.0,8.259801254661814e-07,3220.7689029717476
10479,9537,8385,7862,8832,9051,8780,1,757964185604.2498,7862.0,73620300.0,-1.1263366687696076e-07,3782.2424963630947
10499,9567,8429,7898,8813,8854,8581,1,726944696900.2477,7898.0,72329249.0,-7.745405811966614e-08,4230.645603965833
10496,9554,8385,7826,8695,8749,8499,1,710494063343.2544,7826.0,71264115.0,-7.017259852262343e-08,4059.9266048557547
10463,9525,8365,7803,8568,8632,8388,1,689739359024.2542,7803.0,70165620.0,-6.47092752395289e-08,4129.052917596971
10481,9553,8452,7973,9436,10052,9477,1,910126308567.2393,7973.0,80099604.0,9.56643719915511e-08,3516.8782281620297
10457,9532,8457,8033,10369,10597,9325,1,942004494423.2319,8033.0,78861525.0,3.5666840573750915e-08,4816.425604691263
10580,9651,8554,8053,9118,9246,9125,1,814335011903.2389,8053.0,78055250.0,-1.3204360018756369e-07,3921.8442547041996
10500,9580,8433,7913,8969,9427,9140,1,825520220539.2463,7913.0,77077620.0,-3.466845601098912e-07,3418.61179462988
10526,9592,8486,7982,9197,9490,8987,1,818150752671.2416,7982.0,76263682.0,-4.878509557395035e-07,4083.8113846771776
10539,9643,8538,8064,9494,9593,9052,1,837440298481.2347,8064.0,77285976.0,-9.331996604761139e-07,4445.326295368257
10575,9621,8502,7947,8902,8989,8682,1,750928670999.2485,7947.0,73814364.0,-8.617243036568072e-08,4233.905827922601
10482,9576,8468,8011,9906,10261,9331,1,916938953783.2357,8011.0,79014908.0,6.210536616614211e-08,4269.464016385362
10589,9667,8577,8070,9297,9582,9027,1,836246648096.2379,8070.0,77424579.0,-5.746553703211302e-07,4309.663190909956
10518,9599,8459,7921,8999,9552,9202,1,843809338836.2468,7921.0,77839718.0,-1.0955300038910128e-06,3368.1438251099535
10548,9629,8497,7984,9239,9509,9066,1,830184369238.2432,7984.0,77033802.0,-4.157918574467605e-07,3951.909640458871
10378,9464,8421,7981,11386,11214,9005,1,955774006823.2311,7981.0,75831105.0,1.6837966409968655e-08,6288.713275798895
10620,9700,8610,8088,9348,9449,8977,1,822873145099.2385,8088.0,77291970.0,-1.9756848144524124e-07,4477.690968984221
10611,9753,8793,8517,10989,11151,9553,1,1039028988887.1974,8517.0,83999529.0,2.446456378254618e-08,6214.203232496697
10556,9710,8712,8362,10797,10382,8966,1,903940060039.2079,8362.0,78111792.0,5.3328191953526996e-08,6688.782042153129
10568,9706,8696,8336,10669,10545,9214,1,943135184155.2112,8336.0,80124944.0,4.3844552462470866e-08,6029.029394366884
10606,9801,8921,8750,11292,11487,9764,1,1099358460188.175,8750.0,87104644.0,1.9300651330054474e-08,6815.146706655505
10599,9776,8901,8688,11550,11395,9622,1,1071953953615.1803,8688.0,85645422.0,1.9312252114886274e-08,7170.920512704113
10556,9619,8464,7924,8900,9164,9006,1,793946950311.2493,7924.0,76226784.0,-1.210780809601125e-07,3559.9706088610546
10536,9593,8476,7972,9134,9579,9172,1,842908744951.2434,7972.0,77741872.0,-3.3543885243123094e-06,3662.826028475367
10576,9639,8474,7922,8892,9097,8920,1,782240649245.251,7922.0,75588080.0,-1.0181835801495314e-07,3675.020627802689
10563,9632,8507,7996,9135,8994,8707,1,754371160479.2429,7996.0,74070449.0,-8.20718646961576e-08,4516.276697026642
10465,9542,8478,7977,9676,10253,9233,1,903383382433.2378,7977.0,78277374.0,6.161397421613345e-08,4207.789845198433
10560,9729,8702,8411,10378,10692,9441,1,982160782145.2036,8411.0,82155582.0,4.007302710136718e-08,5516.615721010901
10589,9738,8728,8469,10607,10725,9386,1,980359302563.2003,8469.0,81921008.0,3.747526338417779e-08,5957.871138157872
10578,9735,8738,8479,10749,10851,9408,1,993894299309.1985,8479.0,82207104.0,3.211447357131535e-08,6109.497159223614
10588,9741,8750,8474,10762,10784,9416,1,989207258453.1996,8474.0,82390000.0,3.464556775667088e-08,6100.500633572032
10629,9835,8959,8799,11687,11630,9805,1,1121594307014.172,8799.0,87842995.0,1.7047784401148572e-08,7241.379981613787
10583,9765,8783,8516,10776,11038,9554,1,1029873878774.1954,8516.0,83912782.0,2.800930516958448e-08,6004.625264873244
10616,9774,8803,8518,10863,10999,9496,1,1020946170617.1976,8518.0,83593288.0,2.8766560322865313e-08,6179.487236834131
10614,9786,8764,8451,10597,10864,9556,1,1016032898327.2037,8451.0,83748784.0,3.46250260052201e-08,5607.967971260328
10581,9736,8818,8534,11247,11131,9488,1,1028313847055.1935,8534.0,83665184.0,2.359906608643992e-08,6695.724616825086
10515,9687,8686,8328,10501,10610,9345,1,960554550431.208,8328.0,81170670.0,4.108009803322805e-08,5681.592205768418
10575,9719,8739,8442,10782,10993,9520,1,1017210940180.2018,8442.0,83195280.0,2.793114402150503e-08,5894.309534158667
10605,9783,8788,8487,10986,11014,9469,1,1020370363181.1997,8487.0,83213572.0,2.798756536062923e-08,6255.566981982218
10588,9776,8777,8508,10843,10990,9524,1,1023327601711.1965,8508.0,83592148.0,2.9141862163118537e-08,6077.194169971561
10581,9741,8749,8478,10729,11004,9530,1,1021605580928.1987,8478.0,83377970.0,2.8379771573240118e-08,5891.113397423811
10627,9786,8821,8541,11079,11259,9656,1,1063989944849.1963,8541.0,85175576.0,2.2961013111724033e-08,6176.207291653653
10620,9769,8760,8505,10762,11168,9738,1,1062503246135.1991,8505.0,85304880.0,2.5595139752650216e-08,5592.004745988743
10604,9787,8776,8519,10787,11148,9656,1,1053608366967.1965,8519.0,84741056.0,2.609084272922348e-08,5800.157581987176
10609,9790,8815,8517,11125,11324,9705,1,1076001620649.1971,8517.0,85549575.0,2.186594518579211e-08,6093.733791488736
10627,9786,8841,8606,11277,11468,9705,1,1089238372865.1902,8606.0,85801905.0,1.922129421549902e-08,6459.2835186701195
10634,9822,8826,8585,10835,11413,9922,1,1112327867063.1926,8585.0,87571572.0,2.2207386028549023e-08,5572.123570238065
10807,10028,9078,8895,11723,13287,11940,1,1591000944023.177,8895.0,108391320.0,9.705926092425754e-09,4317.870794930808
10745,9929,8977,8789,11224,12875,11723,1,1498709095257.1821,8789.0,105237371.0,1.1638640541169569e-08,3920.678085354295
10670,9828,8837,8705,11195,12775,11423,1,1434275342135.1843,8705.0,100945051.0,1.1327526475057633e-08,4101.792889380977
10558,9728,8717,8565,11289,12755,11117,1,1379489273855.1887,8565.0,96906889.0,1.050233257470012e-08,4358.511993940905
10584,9739,8727,8446,11382,12460,11067,1,1343042644232.2021,8446.0,96581709.0,1.1907419459291512e-08,4235.767023215543
10590,9726,8776,8604,11472,12923,11193,1,1406923429289.1875,8604.0,98229768.0,9.661236190419702e-09,4559.456846849116
10616,9757,8756,8599,11178,12689,11223,1,1389566601070.19,8599.0,98268588.0,1.1234111426869446e-08,4145.934328027593
10685,9884,8878,8710,10996,12761,11776,1,1485391379975.1848,8710.0,104547328.0,1.2374593269438912e-08,3479.86239510588
10755,9945,8917,8697,10598,12646,12057,1,1516430894354.1914,8697.0,107512269.0,1.4524642048567026e-08,2664.507495177131
10713,9885,8974,8732,12021,13066,11350,1,1466025311489.185,8732.0,101854900.0,9.224497261550911e-09,5099.611718297303
10872,10078,9072,8927,11371,13087,11775,1,1553105432765.179,8927.0,106822800.0,1.1063232134725506e-08,4107.7629683550695
10531,9665,8736,8548,11469,12833,11160,1,1384269779639.1882,8548.0,97493760.0,9.782153681113919e-09,4557.339143182093
10686,9852,8823,8618,10964,12954,11851,1,1512544821803.1936,8618.0,104561373.0,1.1326114170641762e-08,3157.2193273609773
10741,9901,8893,8643,10728,12754,12039,1,1520341114398.1953,8643.0,107062827.0,1.3310971519043607e-08,2739.1591591169163
10790,9959,8950,8716,10860,12745,12184,1,1546573244769.1921,8716.0,109046800.0,1.3618910894033284e-08,2805.188321711412
9938,9119,8161,7906,9268,10226,10376,1,967645696302.2046,7906.0,84678536.0,4.5806699321666513e-08,2559.6690137746336
9850,8986,7982,7704,8948,9979,10330,1,926376193271.2179,7704.0,82454060.0,5.443695148719812e-08,1922.0626892599357
9945,9094,8143,7840,9385,10307,10511,1,985289611879.2117,7840.0,85591073.0,4.116132514603421e-08,2380.163053394601
