B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
10282,9474,8961,8823,14903,16577,11565,0,1816373905883.142,8823.0,103633965.0,2.1646648287582733e-09,8698.872629296773
10284,9415,8802,8672,15380,17162,11464,0,1852438627549.1567,8672.0,100906128.0,1.7509850777534225e-09,8872.041374771605
10258,9440,8770,8593,15354,16945,11323,0,1811318927199.1624,8593.0,99302710.0,1.8181962999189765e-09,8796.029053668317
10231,9385,8711,8490,15028,16706,11151,0,1748400320044.1702,8490.0,97136361.0,1.925680853339493e-09,8469.63402605745
10204,9348,8711,8456,15775,16023,10673,0,1598715432119.1711,8456.0,92972503.0,1.9909181037193934e-09,9774.24279010752
10219,9357,8676,8340,15223,15878,10710,0,1591270657991.1838,8340.0,92919960.0,2.1853532521224192e-09,8843.595425417741
10224,9343,8700,8330,15008,16562,11000,0,1702207710099.1853,8330.0,95700000.0,1.9579029814520106e-09,8273.635611285263
10184,9318,8673,8438,14670,15912,10870,0,1611754148933.1716,8438.0,94275510.0,2.311064633682346e-09,8424.793811234751
10188,9354,8709,8472,15058,16522,11156,0,1724205430913.1685,8472.0,97157604.0,1.9933881524088013e-09,8520.405531995213
10325,9520,8917,8899,14973,17802,12162,0,2061240326319.1382,8899.0,108448554.0,1.735253964136917e-09,8161.8842764284345
10235,9398,8727,8531,14781,16369,11222,0,1726428059709.1667,8531.0,97934394.0,2.1533046998531414e-09,8238.735977719945
10250,9444,8844,8740,15155,17031,11593,0,1864710499787.1475,8740.0,102528492.0,1.8782773295718614e-09,8698.87913489452
10217,9441,8782,8594,15371,16896,11398,0,1818236430989.159,8594.0,100097236.0,1.849959682802536e-09,8773.662374113905
10372,9606,9106,9285,15300,18540,12904,0,2298228449195.105,9285.0,117503824.0,1.5830313892785478e-09,8602.463836445015
10320,9566,9061,9144,15659,18140,12549,0,2177680012285.1138,9144.0,113706489.0,1.5933945595634013e-09,9063.079102248954
10288,9498,8988,8993,15714,17980,12316,0,2103338444663.126,8993.0,110696208.0,1.5820700150549726e-09,9060.707264985991
10256,9454,8838,8722,15258,17147,11711,0,1898527274169.1497,8722.0,103501818.0,1.8328273693229932e-09,8601.557612582226
10285,9470,8861,8754,15383,17125,11805,0,1914545032419.149,8754.0,104604105.0,1.8413050975634287e-09,8666.048554834433
10399,9654,9165,9421,15417,18504,13103,0,2340777161357.094,9421.0,120088995.0,1.6169174329400466e-09,8796.444199045876
10383,9671,9198,9487,15870,18840,13166,0,2398955746097.0864,9487.0,121100868.0,1.465669625281056e-09,9370.029592422074
10385,9633,9094,9242,15842,18532,12849,0,2293875098345.1104,9242.0,116848806.0,1.5003109553989734e-09,9061.037730090284
10420,9721,9278,9629,15844,19627,13778,0,2628850846563.076,9629.0,127832284.0,1.3499334437829895e-09,9035.938297902896
10402,9708,9250,9539,15944,19203,13512,0,2519033645687.083,9539.0,124986000.0,1.4101933021996286e-09,9196.377047189286
10359,9607,9151,9337,15790,18773,13204,0,2381458507700.0986,9337.0,120829804.0,1.4844100420591613e-09,8959.730782183506
10273,9470,8913,8857,15269,17347,12074,0,1983553916769.1377,8857.0,107615562.0,1.8259216355571835e-09,8549.553194843695
10387,9655,9223,9550,15852,18833,13360,0,2429372784464.0806,9550.0,123219280.0,1.4923303815368495e-09,9333.582646132978
10401,9692,9259,9578,15953,19294,13524,0,2529043224979.079,9578.0,125218716.0,1.385495973260802e-09,9307.815403545588
10382,9649,9114,9265,15679,18425,12955,0,2303264438860.108,9265.0,118071870.0,1.5750654033029407e-09,8839.338640812584
10376,9625,9119,9302,15581,18541,13067,0,2331987022749.1035,9302.0,119157973.0,1.5643153012182693e-09,8749.756390107446
10355,9601,9117,9295,15763,18221,12851,0,2248239171987.1025,9295.0,117162567.0,1.6034543704051925e-09,9178.67527146277
10395,9658,9158,9376,15751,18724,13108,0,2370491874299.098,9376.0,120043064.0,1.5016506210425294e-09,9023.576381722476
10383,9632,9162,9427,15657,18796,13331,0,2413573441215.0923,9427.0,122138622.0,1.5156193492907594e-09,8872.236181459455
10361,9641,9172,9403,15744,19009,13379,0,2452001150702.0923,9403.0,122712188.0,1.4534646765653482e-09,8874.362738345113
10377,9648,9306,9345,17068,17446,11657,0,1962184460543.0996,9345.0,108480042.0,1.547606163134215e-09,12005.803757727164
10446,9732,9385,9654,16768,18814,12578,0,2303096066963.0757,9654.0,118044530.0,1.328699404563637e-09,11278.240614410515
10287,9547,9170,9033,16958,16056,10721,0,1643473527661.122,9033.0,98311570.0,1.913052605973771e-09,12442.080395339017
10296,9549,9140,9003,16721,15854,10669,0,1615265544833.1255,9003.0,97514660.0,2.0385803942243234e-09,12170.080493497084
10331,9574,9209,8977,16831,15623,10636,0,1590963633837.1309,8977.0,97946924.0,2.1583945274802517e-09,12249.847857335466
10571,9890,9731,10297,16699,19108,13547,0,2560182831229.026,10297.0,131825857.0,1.4311975296719945e-09,11597.400343280155
10408,9671,9372,9487,17473,17580,11747,0,1997270703071.0886,9487.0,110092884.0,1.4744871590852848e-09,12656.369421188021
10293,9559,9158,9121,17133,15833,10631,0,1609064376578.1138,9121.0,97358698.0,1.967330511094523e-09,12959.96604089755
10312,9579,9245,9018,17481,15666,10627,0,1594825210832.1255,9018.0,98246615.0,2.0172042816666602e-09,13050.63356903441
10316,9550,9177,9045,17626,15837,10637,0,1608863154299.1233,9045.0,97615749.0,1.8841690891481806e-09,13229.299653849917
10479,9775,9523,9852,17398,18756,12542,0,2299542113124.06,9852.0,119437466.0,1.2885386587175452e-09,12458.112245608088
10575,9868,9752,10241,17232,18991,13327,0,2497618519211.0317,10241.0,129964904.0,1.3721421922621744e-09,12284.67022210858
10484,9830,9612,9938,18139,18220,12201,0,2185325308559.0522,9938.0,117276012.0,1.3223322476775118e-09,13843.661968595927
10307,9536,9196,9036,17841,15739,10545,0,1582756204735.1233,9036.0,96971820.0,1.8772341405985148e-09,13589.14487752215
10344,9621,9299,9364,17793,16268,10778,0,1687001970662.0947,9364.0,100224622.0,1.730114195885275e-09,14056.275441407997
10331,9580,9233,8944,17601,15426,10451,0,1544548519219.1343,8944.0,96494083.0,2.086191035112928e-09,13199.563529040435
10454,9749,9504,9732,18303,17678,11673,0,2011850415701.069,9732.0,110940192.0,1.3639625825286692e-09,14202.70607992999
10663,10057,10064,10668,17585,19095,13278,0,2549987288016.9995,10668.0,133629792.0,1.3660104353766913e-09,13635.8524489958
10825,10235,10350,11247,17933,19868,14013,0,2849635188988.9614,11247.0,145034550.0,1.2687725156726952e-09,14380.467416157051
10530,9868,9720,10053,18838,18234,12042,0,2166850451663.0454,10053.0,117048240.0,1.2453834328273822e-09,15047.583050065507
10470,9792,9597,9807,18700,18062,11999,0,2122274358719.0632,9807.0,115154403.0,1.2735460234815931e-09,14368.781201097445
10412,9731,9501,9640,18441,18011,11849,0,2076807925039.0742,9640.0,112577349.0,1.2779851979969815e-09,13917.749452449803
10366,9626,9305,9195,18067,16611,11074,0,1770794329893.113,9195.0,103043570.0,1.6107122475246072e-09,13408.105220228681
10356,9594,9270,9002,17424,15605,10601,0,1587210972749.1309,9002.0,98271270.0,2.0662173512775415e-09,12950.017474812328
10379,9610,9360,9147,18481,16493,11038,0,1749587893339.1187,9147.0,103315680.0,1.598918174183756e-09,13766.973675476947
10744,10127,10162,10960,18058,20002,14292,0,2895094060740.98,10960.0,145235304.0,1.2168583722652507e-09,13625.148328122752
10574,9926,9874,10298,18842,18452,12312,0,2255096853547.026,10298.0,121568688.0,1.2455743269625069e-09,15330.580643989513
10563,9902,9788,10204,18195,19101,13370,0,2528873344515.034,10204.0,130865560.0,1.2505464595271297e-09,13141.043531988093
10538,9852,9639,9869,18147,17700,12228,0,2132418494627.0635,9869.0,117865692.0,1.4807328970438881e-09,13569.521528860154
10399,9660,9394,9208,17914,16430,11131,0,1766734053839.1145,9208.0,104564614.0,1.7371337995468257e-09,13201.357499889968
10410,9640,9361,9200,17697,16172,11056,0,1723699412519.1162,9200.0,103495216.0,1.8560888742776546e-09,13059.924796069798
10456,9730,9511,9624,17992,16335,10985,0,1746043498779.0796,9624.0,104478335.0,1.7696515978831187e-09,14589.063034216608
10339,9526,9130,8844,17508,15079,10320,0,1482478129659.1445,8844.0,94221600.0,2.231258228863249e-09,12997.89092734574
10310,9538,9187,8767,17681,14949,10166,0,1449592116897.1497,8767.0,93395042.0,2.2655863468771036e-09,13251.61101311995
10420,9657,9309,9071,18053,16209,10855,0,1699226444627.1294,9071.0,101049195.0,1.7477331822959713e-09,13278.652545871351
10533,9833,9742,10142,17535,17873,12473,0,2192165784942.0374,10142.0,121511966.0,1.5461694281971834e-09,13421.115076724218
10462,9756,9512,10249,15298,19382,13842,0,2617487541935.0205,10249.0,131665104.0,1.52783279121594e-09,9846.355492279868
10484,9738,9519,10397,15475,19052,13621,0,2527174705517.0083,10397.0,129658299.0,1.563538784035641e-09,10600.230945093612
10464,9732,9531,10346,15517,19368,13887,0,2617644720203.011,10346.0,132356997.0,1.5014027424725289e-09,10291.582335446914
10462,9749,9408,9998,15548,19578,13858,0,2645111665667.0444,9998.0,130376064.0,1.4278620904933875e-09,9488.166560205405
10386,9627,9227,9555,14910,18708,13306,0,2396524922624.08,9555.0,122774462.0,1.6656705884605357e-09,8452.947726474256
10377,9614,9155,9536,15028,18999,13380,0,2444030460849.081,9536.0,122493900.0,1.5515856411035508e-09,8453.002378526606
10376,9594,9091,9296,15103,18903,13010,0,2359520738873.104,9296.0,118273910.0,1.5146840849953168e-09,8323.51779827859
10405,9635,9115,9340,15079,18844,13150,0,2387627334024.1025,9340.0,119862250.0,1.5622154443500423e-09,8205.06519129251
10365,9590,9011,9158,14977,18512,12857,0,2282590654049.116,9158.0,115854427.0,1.618850293503137e-09,8001.9738703209005
10413,9638,9094,9377,14897,19231,13411,0,2485794745329.0996,9377.0,121959634.0,1.5061618767871515e-09,7836.4104433767025
10375,9623,9110,9379,15033,18881,13164,0,2391879350061.096,9379.0,119924040.0,1.5562618508278144e-09,8275.651566941877
10348,9593,9120,9383,15354,19002,13190,0,2404442281499.0933,9383.0,120292800.0,1.4736975157108294e-09,8651.040912174285
10388,9640,9139,9388,15103,19369,13393,0,2500791023839.096,9388.0,122398627.0,1.4452078647168887e-09,8130.441658810432
10356,9621,9122,9331,15252,19187,13231,0,2442505581098.099,9331.0,120693182.0,1.4492689776142158e-09,8348.383689328872
10383,9596,9051,9245,14707,18814,13013,0,2349442734267.11,9245.0,117780663.0,1.5971222964871332e-09,7770.3687896968295
10394,9618,9058,9297,14718,18723,13092,0,2357665860731.1055,9297.0,118587336.0,1.6367914292670717e-09,7795.293950072373
10404,9645,9112,9368,15045,18931,13053,0,2383428563474.0996,9368.0,118938936.0,1.5312518600908615e-09,8320.801947656571
10398,9656,9060,9316,14841,18863,13138,0,2393057623023.1045,9316.0,119030280.0,1.5862198222852413e-09,7880.1252577579435
10369,9609,9043,9238,14861,19016,13144,0,2401820929322.1094,9238.0,118861192.0,1.5300380596798797e-09,7782.3284909426075
10371,9608,9076,9251,15123,19061,13112,0,2401393812063.108,9251.0,119004512.0,1.4800064672320853e-09,8123.034957330023
10346,9626,9331,9320,16403,16640,11279,0,1806722142765.0994,9320.0,105244349.0,1.900064523307861e-09,11843.200286791649
10375,9625,9234,9251,16821,17954,12010,0,2075503949749.1084,9251.0,110900340.0,1.4553639271408615e-09,11066.153337131338
10424,9684,9271,9432,16804,18560,12377,0,2224670370443.095,9432.0,114747167.0,1.345822516367056e-09,10999.12492611691
10406,9679,9340,9491,16466,17519,11881,0,2014708812140.088,9491.0,110968540.0,1.652084197566401e-09,11452.566505173447
10359,9616,9107,9286,15097,18848,13008,0,2357688295855.1035,9286.0,118463856.0,1.538032944260087e-09,8297.47201179236
10320,9544,8984,8987,14724,18436,12662,0,2228004959103.129,8987.0,113755408.0,1.650679075545275e-09,7617.421552459295
10372,9581,9037,9183,14565,18784,13009,0,2341309861032.1147,9183.0,117562333.0,1.6254506570656347e-09,7505.8615710782105
10375,9636,9069,9234,14997,18454,12771,0,2271061652507.11,9234.0,115820199.0,1.6413160525566658e-09,8257.915519891307
10332,9657,9421,9462,16709,16781,11296,0,1830654284228.0842,9462.0,106419616.0,1.8136096424225994e-09,12543.140163285316
10344,9634,9322,9333,16066,16966,11560,0,1889576940787.0977,9333.0,107762320.0,1.8701346661103634e-09,11152.099218910647
10345,9599,9194,9211,16850,18046,12088,0,2094014573957.1096,9211.0,111137072.0,1.423794837727402e-09,10937.629706602314
10322,9560,9184,9204,17159,17883,11811,0,2019313839319.1082,9204.0,108472224.0,1.3889028972353803e-09,11614.380637249586
10345,9637,9283,9338,16346,16973,11480,0,1877859295750.0972,9338.0,106568840.0,1.7969838037334982e-09,11519.989572083166
10386,9696,9371,9465,16020,17570,12067,0,2055809535455.0886,9465.0,113079857.0,1.7436137373928585e-09,10728.08044002037
10397,9709,9349,9485,16077,17625,12083,0,2067747322815.0876,9485.0,112963967.0,1.714197510298262e-09,10779.054568418258
10379,9681,9383,9473,16361,17420,11807,0,1991258973962.0874,9473.0,110785081.0,1.7028862597129964e-09,11444.501998621996
10429,9726,9359,9513,16021,18184,12490,0,2209042249793.088,9513.0,116893910.0,1.595302294211457e-09,10272.490134362008
10463,9743,9343,9561,15817,18302,12599,0,2246699176062.0864,9561.0,117712457.0,1.602221156676842e-09,10000.3292327846
10442,9751,9384,9562,15879,18248,12595,0,2241198546943.0845,9562.0,118191480.0,1.618742669476109e-09,10104.752843022186
10425,9713,9288,9513,16816,19243,12836,0,2399231790867.0874,9513.0,119220768.0,1.2328582707644577e-09,10691.388623029168
10399,9671,9272,9450,16754,18969,12716,0,2332829683995.0913,9450.0,117902752.0,1.2843758346602722e-09,10658.778910198806
10403,9720,9393,9545,16529,18244,12409,0,2200600117079.0825,9545.0,116557737.0,1.4970610507993498e-09,11010.36681603556
10411,9695,9275,9439,15716,17767,12135,0,2090356594899.0933,9439.0,112552125.0,1.7142278778884404e-09,10193.032529594624
10422,9698,9285,9460,15770,17650,12031,0,2059432706629.0923,9460.0,111707835.0,1.73396735776207e-09,10415.496921008264
10369,9656,9198,9313,15631,17614,12045,0,2048711859167.102,9313.0,110789910.0,1.749347004852669e-09,9938.802103224025
10150,9290,8567,8129,15520,15225,10118,0,1431172036929.1992,8129.0,86680906.0,2.3110222367809863e-09,9424.980358465571
10141,9248,8475,8064,14590,14338,9658,0,1280708160991.2048,8064.0,81851550.0,3.04899229107249e-09,9008.323400412086
10437,9732,9334,9544,15999,18516,12634,0,2276708731895.0854,9544.0,117925756.0,1.5112503986914233e-09,10138.733440674321
10550,9892,9559,10047,16755,20730,13976,0,2866029329787.048,10047.0,133596584.0,1.0901510817868496e-09,10579.803167706745
10502,9801,9431,9794,16992,20048,13427,0,2638369678526.068,9794.0,126630037.0,1.1261745078169906e-09,10848.286566432893
10197,9372,8694,8464,15869,15701,10250,0,1508366643167.17,8464.0,89113500.0,2.050730955279264e-09,10435.342369427755
10287,9546,9133,9107,15439,16729,11446,0,1827956542781.1145,9107.0,104536318.0,2.012299429242113e-09,10117.81145972637
10412,9685,9281,9451,15962,18002,12223,0,2131162235994.0923,9451.0,113441663.0,1.606318046290371e-09,10382.419904166964
10568,9893,9540,9980,16720,20575,13861,0,2821479791194.0557,9980.0,132233940.0,1.1113721890040724e-09,10466.780489033303
10063,9177,8469,7921,16436,14645,9495,0,1276178801687.213,7921.0,80413155.0,2.247396383236228e-09,10753.371293913282
10078,9171,8422,7869,15288,13711,9199,0,1156792439780.2192,7869.0,77473978.0,3.204858981707651e-09,9951.953562549737
10368,9639,9226,9295,15673,16973,11525,0,1885610588588.1038,9295.0,106329650.0,1.9145188128722097e-09,10611.35719195916
10373,9630,9187,9308,15425,17111,11608,0,1912842290249.1028,9308.0,106642696.0,1.905689001994488e-09,10264.464564614911
10092,9192,8483,7961,15480,14644,9790,0,1317886849655.2112,7961.0,83048570.0,2.5603037685559523e-09,9493.932801443781
10567,9886,9555,10041,16797,20608,13831,0,2817893606457.05,10041.0,132155205.0,1.0955629605722421e-09,10737.800080814064
10569,9918,9635,10162,17066,19920,13352,0,2638004269049.0386,10162.0,128646520.0,1.172733288448856e-09,11800.027337708005
10397,9676,9289,9407,16334,17740,11959,0,2052879018523.0955,9407.0,111087151.0,1.600399163483114e-09,10992.130867061303
10317,9559,9093,9042,15592,16522,11106,0,1754099680574.1235,9042.0,100986858.0,2.011292044855065e-09,10478.233735552003
10343,9583,9147,9172,15708,16488,11107,0,1755043681628.1133,9172.0,101595729.0,2.0194241633207504e-09,10912.98170619948
10319,9577,9176,9130,15853,16413,11063,0,1739050989514.1152,9130.0,101514088.0,2.024658340674362e-09,11062.827246371948
10575,9941,9586,10067,16560,20853,14125,0,2928203175550.048,10067.0,135402250.0,1.1073065759453116e-09,10214.268408301927
10051,9121,8384,7730,16330,14524,9592,0,1270761361631.231,7730.0,80419328.0,2.330790077188684e-09,9970.744790705041
10061,9170,8349,7755,14887,13407,8997,0,1106187443759.2292,7755.0,75115953.0,3.5866411957087205e-09,9542.754312722354
10084,9198,8469,7903,15603,14913,9927,0,1361762244359.2163,7903.0,84071763.0,2.3831705537952878e-09,9247.47193834867
10061,9124,8337,7716,15031,14029,9369,0,1199313650711.2332,7716.0,78109353.0,2.9848356174726594e-09,9012.939521019973
10105,9236,8477,7987,15182,14306,9569,0,1264432330475.2097,7987.0,81116413.0,2.8622702680498345e-09,9550.371598988237
10046,9101,8303,7656,15318,13762,9179,0,1149726608800.238,7656.0,76213237.0,3.055223398709354e-09,9415.159649313933
10003,9062,8214,7560,14752,13229,8826,0,1058145888815.2443,7560.0,72496764.0,3.645872100704909e-09,9194.460965402533
10044,9111,8341,7727,15478,14450,9597,0,1263558953000.231,7727.0,80048577.0,2.574380306979177e-09,9150.597681717689
9991,9045,8287,7527,16977,13611,8946,0,1101430390184.2466,7527.0,74135502.0,2.6145206337745384e-09,11035.163760946809
10229,9429,8875,8779,15241,15142,10541,0,1505063552012.1418,8779.0,93551375.0,2.66282008323802e-09,10283.650659116447
10257,9463,8984,8950,15532,15582,10724,0,1581365260975.1277,8950.0,96344416.0,2.38444487324953e-09,10779.10456535437
10210,9436,8982,8856,16274,15212,10389,0,1491326302199.1326,8856.0,93313998.0,2.353665416670043e-09,11823.688478185231
10177,9403,8932,8857,15993,15394,10527,0,1523864942709.13,8857.0,94027164.0,2.3107728913473247e-09,11374.197865353039
10214,9458,8936,8825,15706,15109,10415,0,1488397619317.136,8825.0,93068440.0,2.5617625192917714e-09,11079.481563417197
10200,9416,8924,8788,16095,15052,10312,0,1461599993567.1384,8788.0,92024288.0,2.457403523331649e-09,11563.475493165453
10192,9398,8860,8742,15859,14913,10190,0,1428235957339.1423,8742.0,90283400.0,2.554289658541469e-09,11364.160169311304
10206,9415,8815,8639,15144,14168,9921,0,1323462247344.1536,8639.0,87453615.0,3.3155806778877173e-09,10730.569280583768
10196,9372,8885,8586,16245,14550,9930,0,1354163888219.158,8586.0,88228050.0,2.6555872206605086e-09,11764.55837485924
10199,9396,8877,8766,15826,15262,10463,0,1500495939467.1404,8766.0,92880051.0,2.4009605273490975e-09,11003.533886388588
10215,9406,8923,8815,15838,15308,10574,0,1522602975289.137,8815.0,94351802.0,2.410455269315796e-09,10995.508441396807
10202,9425,8896,8773,16033,15110,10361,0,1475611986549.1401,8773.0,92171456.0,2.442028235767008e-09,11356.80379893315
10185,9367,8862,8756,16276,15075,10318,0,1457062253303.1404,8756.0,91438116.0,2.3629997506574532e-09,11663.034281414988
10260,9463,8948,8909,15591,15691,10826,0,1607571733581.1316,8909.0,96871048.0,2.3197360248168867e-09,10561.112260125436
10204,9416,8882,8757,15828,15302,10515,0,1515123023391.1418,8757.0,93394230.0,2.397583876500902e-09,10886.65705789319
10358,9567,9075,8999,15360,17412,11966,0,1993390327988.1313,8999.0,108591450.0,1.8235579257048714e-09,9015.35770081346
10196,9375,8899,8542,16539,14517,9837,0,1338868387499.162,8542.0,87539463.0,2.5891652962027217e-09,12084.291754417096
10350,9571,9012,9069,15135,17768,12042,0,2047919006027.1238,9069.0,108522504.0,1.7282823669623314e-09,8842.877642963344
10333,9578,9028,9128,15368,17868,12145,0,2078578175263.1165,9128.0,109645060.0,1.6715572532074558e-09,9125.21212614595
10496,9829,9631,10118,16313,18765,13433,0,2477693101203.036,10118.0,129373223.0,1.5438118993342346e-09,10973.930262717502
10428,9672,9181,9220,15250,17580,12236,0,2080621885991.116,9220.0,112338716.0,1.861895301216923e-09,9023.206928597974
10419,9673,9171,9188,15336,17278,11954,0,1997961854758.1182,9188.0,109630134.0,1.9213847762102055e-09,9358.957802669469
10383,9608,9163,9117,15448,17251,11890,0,1970827097223.122,9117.0,108948070.0,1.8852087198859136e-09,9468.57220059061
10391,9675,9321,9617,15680,18475,12877,0,2301797593799.074,9617.0,120026517.0,1.5862824653192987e-09,9821.867319669043
10375,9584,9026,8998,15231,17817,12289,0,2098533140175.1328,8998.0,110920514.0,1.7373988608900256e-09,8464.66988549116
10375,9583,8954,8956,15033,17892,12307,0,2110232162233.1367,8956.0,110196878.0,1.7332604512860524e-09,8110.518582958404
10378,9652,9165,9297,15687,18307,12773,0,2257066882351.104,9297.0,117064545.0,1.5976986466355998e-09,9131.668907934509
10183,9378,8862,8702,16056,15016,10261,0,1445037620363.1455,8702.0,90932982.0,2.4469427053898165e-09,11376.224997900106
10338,9588,9131,9194,15693,18411,12511,0,2208587669375.111,9194.0,114237941.0,1.5176638357941274e-09,9251.270284572085
10286,9477,8850,8660,15089,17123,11555,0,1875167694854.1582,8660.0,102261750.0,1.8598825874483994e-09,8414.707980696596
10385,9692,9196,9434,15606,18586,12849,0,2314650321319.092,9434.0,118159404.0,1.5443128143222418e-09,9268.041601343892
10492,9809,9585,10127,16016,18678,13248,0,2427293245760.035,10127.0,126982080.0,1.5795062771381751e-09,10884.061822140575
10398,9620,9078,9134,15303,18520,12647,0,2253307203159.1216,9134.0,114809466.0,1.557853782948081e-09,8453.635948058502
10346,9544,8979,8938,15122,17699,12048,0,2035224891863.1362,8938.0,108178992.0,1.7469518064986601e-09,8517.617240332576
10358,9572,8940,8907,15072,17533,12018,0,2017016951447.1404,8907.0,107440920.0,1.8109349284165944e-09,8364.151855438326
10423,9607,9051,9029,15293,17920,12384,0,2132084689916.1338,9029.0,112087584.0,1.7132651731963748e-09,8441.509649454132
10390,9624,9095,9011,15540,17451,12066,0,2026553214263.1328,9011.0,109740270.0,1.8085470869475511e-09,9031.960013858177
10349,9600,9138,9135,15540,16715,11552,0,1853767852799.1174,9135.0,105562176.0,2.032284580030731e-09,10042.12392200025
10366,9602,9161,9228,15227,17408,12133,0,2028138520849.1099,9228.0,111150413.0,1.8964761593754235e-09,9256.608162346638
10177,9397,8858,8702,15710,14888,10197,0,1426669398217.145,8702.0,90325026.0,2.6134874185319748e-09,11115.24301721208
10221,9417,8837,8774,15365,14640,10165,0,1401479723228.1416,8774.0,89828105.0,2.889858195806654e-09,10929.421877974604
10242,9435,8871,8721,15947,14825,10149,0,1419663655259.1484,8721.0,90031779.0,2.605941205758307e-09,11378.89899359869
10356,9604,9028,8892,15357,16916,11748,0,1908681634383.1414,8892.0,106060944.0,1.995208101016367e-09,8938.363863591483
10328,9536,9009,8808,15654,16239,11205,0,1735237350143.1475,8808.0,100945845.0,2.1337533675033703e-09,9767.635069348322
10338,9538,9180,9124,16032,16927,11626,0,1877102073315.1177,9124.0,106726680.0,1.8531401906614933e-09,10512.959926421394
10505,9785,9380,9662,15924,19169,13317,0,2497943695104.08,9662.0,124913460.0,1.4327671718769038e-09,9526.913532008479
10482,9768,9312,9527,15685,19284,13530,0,2548684454975.0913,9527.0,125991360.0,1.4468913028888112e-09,8764.737740873657
10402,9608,9058,8995,15500,18367,12555,0,2215669586743.1353,8995.0,113723190.0,1.5597109180667651e-09,8408.523542049777
10370,9622,9048,9102,15205,18205,12472,0,2184788716575.1223,9102.0,112846656.0,1.6446041611316662e-09,8472.61700982969
10482,9788,9643,10144,16110,18834,13473,0,2483804103499.0327,10144.0,129920139.0,1.5524607269843261e-09,10840.767266905405
10384,9695,9290,9561,16134,18702,12815,0,2323653196899.079,9561.0,119051350.0,1.4461535463656923e-09,10193.071934673568
10329,9577,9097,9017,15861,17419,11839,0,1975089974125.127,9017.0,107699383.0,1.7208065135697367e-09,9735.92376522714
10444,9744,9355,9594,16314,19168,13042,0,2435984516783.0815,9594.0,122007910.0,1.3439885831622826e-09,10136.610318994888
10256,9460,8935,8902,15468,14948,10363,0,1465496458139.132,8902.0,92593405.0,2.72326752589907e-09,11075.700808248708
10229,9420,8887,8871,15529,14837,10342,0,1445528588219.1328,8871.0,91909354.0,2.749216911235702e-09,11113.443661588568
10164,9357,8793,8566,16140,14568,9891,0,1348351943516.1572,8566.0,86971563.0,2.621415743869061e-09,11636.142724582289
10131,9316,8762,8443,16372,14443,9811,0,1320161370059.1667,8443.0,85963982.0,2.6100156694120454e-09,11696.2372137903
10219,9411,8851,8711,15790,14638,10072,0,1387584068456.1477,8711.0,89147272.0,2.749523529265947e-09,11345.035428139628
10220,9407,8866,8784,15747,14673,10118,0,1396659923959.1406,8784.0,89706188.0,2.745407623931895e-09,11442.126312780121
10135,9286,8710,8427,15959,14403,9850,0,1317481522359.1685,8427.0,85793500.0,2.7277692686435977e-09,11174.933653481909
10132,9304,8709,8337,16318,14052,9499,0,1241978464727.177,8337.0,82726791.0,2.833160534002834e-09,11815.200869643308
10268,9496,8979,8903,15350,16608,11274,0,1778102934215.1328,8903.0,101229246.0,2.009325587004344e-09,9699.621842663924
10306,9564,9107,9185,15351,17587,11997,0,2018007309143.109,9185.0,109256679.0,1.764765177674879e-09,9499.739549286503
10316,9571,9061,9147,15297,17395,11915,0,1983785821505.1133,9147.0,107961815.0,1.826574000913939e-09,9403.513194021427
10334,9586,9159,9337,15517,17689,12166,0,2063036927337.0964,9337.0,111428394.0,1.7349767613225249e-09,9824.708760784975
10185,9355,8760,8590,15650,14593,9996,0,1364711029739.1567,8590.0,87564960.0,2.7485094665179815e-09,11012.758356767365
10216,9404,8954,8840,15962,15028,10307,0,1456703580199.1348,8840.0,92288878.0,2.506174080942436e-09,11598.740063109231
10087,9246,8639,8171,16785,13974,9408,0,1215627382625.19,8171.0,81275712.0,2.698104752333698e-09,11980.618515824255
10189,9356,8849,8618,15853,14602,10021,0,1369114853795.1543,8618.0,88675829.0,2.722520449559353e-09,11320.112140242862
10309,9484,8985,9065,14769,17559,12152,0,2023752378251.1208,9065.0,109185720.0,1.8637059705049743e-09,8455.032470345031
10247,9445,8878,8759,14770,16342,11343,0,1750878057879.1453,8759.0,100703154.0,2.2415396487937465e-09,8685.909402003443
10283,9510,8930,8994,14990,16840,11626,0,1861970222699.1252,8994.0,103820180.0,2.028238646315243e-09,9073.64113759001
10339,9576,9054,9188,15103,17629,12185,0,2057101180343.1113,9188.0,110322990.0,1.812274936113637e-09,8967.81574916525
10074,9208,8602,7897,17386,13929,9247,0,1186083078519.216,7897.0,79542694.0,2.52249747833395e-09,12029.260801802866
10178,9368,8817,8535,16115,14478,9756,0,1323287941079.1614,8535.0,86018652.0,2.67553664479049e-09,11737.307589707401
10213,9359,8865,8456,16841,14356,9663,0,1298382427586.172,8456.0,85662495.0,2.5740835587723945e-09,12384.494071950623
10166,9323,8805,8411,16242,14189,9695,0,1282575924679.1726,8411.0,85364475.0,2.836411422816283e-09,11663.63191954264
10245,9465,8848,8713,14674,16320,11263,0,1739865840719.1497,8713.0,99655024.0,2.259700226212543e-09,8537.356986357252
10303,9513,9004,9033,15053,17232,11825,0,1938534444251.1233,9033.0,106472300.0,1.8994393275558466e-09,9021.204946657494
